#{"t_start": 1747792596.386986, "env_id": "None"}
r,l,t
62.451836,1,2142.449461
61.846895,1,2143.298659
62.598592,1,2144.246837
61.569177,1,2145.213313
61.550355,1,2146.047007
62.031781,1,2147.017854
61.975068,1,2147.88034
63.367945,1,2148.849194
61.928937,1,2149.705604
61.94254,1,2150.526835
60.657015,1,2151.501578
62.233277,1,2152.486494
62.410211,1,2153.31659
62.287967,1,2154.29181
61.237082,1,2155.109923
61.46389,1,2156.067823
62.538923,1,2156.913353
62.40219,1,2157.888496
61.56907,1,2158.742155
62.480831,1,2159.640085
61.997423,1,2160.649334
61.676168,1,2161.727532
61.432167,1,2162.574432
62.293604,1,2163.546088
61.832386,1,2164.395419
62.01921,1,2165.235097
62.430224,1,2166.188923
61.441433,1,2167.150026
62.436365,1,2167.97967
62.065505,1,2168.940914
61.427475,1,2169.804383
61.640675,1,2170.807069
62.24533,1,2171.716786
61.863033,1,2172.575523
61.715589,1,2173.5516
62.581121,1,2174.560907
61.658215,1,2175.433968
60.646256,1,2176.48884
62.625705,1,2177.334059
63.115739,1,2178.378898
61.323242,1,2179.205523
61.795002,1,2180.144778
62.42843,1,2180.96748
61.763082,1,2181.834371
61.60224,1,2182.803979
62.514481,1,2183.754076
62.88628,1,2184.59873
61.371291,1,2185.553673
62.489085,1,2186.349179
62.971866,1,2187.171981
61.332088,1,2188.142638
62.020227,1,2189.118304
62.523136,1,2189.970405
61.090075,1,2190.980523
62.043576,1,2191.802419
62.713637,1,2192.79077
61.797169,1,2193.633194
63.073085,1,2194.448727
62.184367,1,2195.412639
61.571037,1,2196.39675
62.358663,1,2197.203221
62.325781,1,2198.181605
62.02049,1,2199.034946
61.89508,1,2200.01322
60.348417,1,2200.846142
62.097158,1,2201.820658
61.621767,1,2202.689507
62.744979,1,2203.483702
62.039307,1,2204.420942
62.539051,1,2205.398134
62.278027,1,2206.280952
60.943868,1,2207.24691
62.591377,1,2208.104529
62.589347,1,2208.938166
61.934187,1,2209.914565
63.22605,1,2210.850989
61.963251,1,2211.673594
62.50876,1,2212.640346
62.326942,1,2213.487701
62.195054,1,2214.445973
62.033428,1,2215.244903
62.777086,1,2216.048324
61.920046,1,2217.050651
62.728287,1,2218.052551
62.600031,1,2218.894783
62.03059,1,2219.935908
61.687779,1,2220.903213
62.640045,1,2221.865755
62.611499,1,2222.707937
62.45922,1,2223.682738
61.832345,1,2224.532266
60.53825,1,2225.402572
62.427899,1,2226.358166
62.939048,1,2227.326203
61.951239,1,2228.163374
61.532328,1,2229.17965
62.419146,1,2230.059474
61.893543,1,2230.887908
62.945829,1,2231.82644
62.617815,1,2232.781853
61.973382,1,2233.593118
62.06852,1,2234.647122
63.168914,1,2235.479342
62.971755,1,2236.426238
62.776314,1,2237.247673
63.047433,1,2238.070172
62.624704,1,2239.005932
62.914655,1,2240.006827
62.483273,1,2240.842773
62.159004,1,2241.793715
62.300299,1,2242.630991
62.138534,1,2243.600844
61.957471,1,2244.439697
62.704989,1,2245.408175
61.072144,1,2246.280063
63.392684,1,2247.103298
62.129162,1,2248.062854
63.083957,1,2249.068584
62.221685,1,2249.868678
62.699298,1,2250.812607
62.920159,1,2251.642156
61.367254,1,2252.504005
62.636072,1,2253.453883
61.819991,1,2254.425137
62.787353,1,2255.257574
62.524807,1,2256.2124
62.341017,1,2257.06255
61.418152,1,2258.057203
61.536995,1,2258.887906
62.438832,1,2259.710417
61.774065,1,2260.701699
62.559391,1,2261.652613
61.470589,1,2262.486474
61.881716,1,2263.470614
62.415395,1,2264.320892
62.773695,1,2265.293618
61.635386,1,2266.111445
61.915502,1,2267.069036
62.208716,1,2267.958074
62.206023,1,2268.792094
62.715213,1,2269.766067
62.270197,1,2270.731068
62.514726,1,2271.646904
63.137982,1,2272.661238
61.824216,1,2273.539966
61.502435,1,2274.399859
62.59958,1,2275.378813
62.619905,1,2276.386982
62.867512,1,2277.216597
62.575598,1,2278.212738
63.92318,1,2279.176462
62.673497,1,2280.114984
63.16107,1,2280.948427
62.063651,1,2281.772192
62.415599,1,2282.708473
62.186527,1,2283.684231
62.486111,1,2284.476831
61.52369,1,2285.43175
62.620512,1,2286.267546
62.797025,1,2287.226805
61.321643,1,2288.04966
62.185735,1,2289.653993
62.961431,1,2290.697243
61.471786,1,2291.504382
62.035105,1,2292.522164
62.266363,1,2293.466724
62.152866,1,2294.294059
62.486913,1,2295.315609
61.740216,1,2296.170386
62.382727,1,2296.99178
62.427902,1,2297.950926
62.830286,1,2298.96115
62.718544,1,2299.774295
62.355751,1,2300.743847
63.025015,1,2301.591467
61.767723,1,2302.547702
62.801793,1,2303.399193
62.117176,1,2304.227998
63.050932,1,2305.15789
62.769935,1,2306.174096
63.11029,1,2307.038574
62.328944,1,2308.028535
62.881913,1,2308.86018
62.992646,1,2309.849618
61.161253,1,2310.66094
63.125694,1,2311.615745
62.671501,1,2312.469241
62.581392,1,2313.354538
63.207075,1,2314.281881
62.576084,1,2315.265236
62.048991,1,2316.087242
62.421607,1,2317.057306
62.091106,1,2317.885482
62.934089,1,2318.71252
61.967588,1,2319.645812
62.542309,1,2320.721044
63.331069,1,2321.651692
62.529578,1,2322.682018
63.23046,1,2323.561714
61.630817,1,2324.566237
62.853444,1,2325.385875
62.494623,1,2326.287878
62.441456,1,2327.231388
63.128424,1,2328.186299
62.429206,1,2329.003107
62.927981,1,2329.984333
62.380008,1,2330.845441
61.168882,1,2331.815522
61.083629,1,2332.694666
61.104736,1,2333.690957
61.987537,1,2334.490193
62.628271,1,2335.376218
60.751244,1,2336.351729
61.779008,1,2337.34418
62.170348,1,2338.183614
62.400686,1,2339.376662
62.249228,1,2340.191096
62.564949,1,2341.027152
62.531922,1,2342.156802
62.082304,1,2343.146425
62.463125,1,2343.96668
63.030449,1,2344.94526
63.176446,1,2345.764057
62.454255,1,2346.706126
61.739778,1,2347.54205
62.557282,1,2348.404432
62.262607,1,2349.341601
62.076663,1,2350.35281
62.688092,1,2351.1895
63.194082,1,2352.159828
62.179643,1,2353.037915
62.3045,1,2353.978886
62.433651,1,2354.800997
62.554113,1,2355.78324
62.061373,1,2356.622995
63.416956,1,2357.445448
61.655848,1,2358.379521
62.62495,1,2359.347576
61.27236,1,2360.174623
62.872397,1,2361.177875
62.617113,1,2361.999762
62.829201,1,2362.867863
62.015467,1,2363.841788
61.942973,1,2364.78842
62.414219,1,2365.592614
62.610079,1,2366.602044
60.633283,1,2367.402415
60.909467,1,2368.375015
61.763142,1,2369.211965
62.644728,1,2370.075632
63.640036,1,2371.00714
61.289926,1,2371.965304
61.786776,1,2372.84615
61.092355,1,2373.921924
62.505882,1,2374.766585
61.843579,1,2375.858977
62.709855,1,2376.743051
62.043095,1,2377.749285
62.087912,1,2378.571067
61.326987,1,2379.418554
62.2471,1,2380.545533
61.460896,1,2381.621885
61.112209,1,2382.526364
62.127294,1,2383.552432
61.64954,1,2384.394676
62.762435,1,2385.301134
63.078449,1,2386.391065
62.670688,1,2387.356614
61.339615,1,2388.234445
62.410859,1,2389.305615
61.223643,1,2390.116507
62.568603,1,2391.118509
60.887808,1,2392.118162
61.902292,1,2392.951088
61.740701,1,2393.99248
62.471031,1,2395.020157
62.236111,1,2395.856995
62.73757,1,2396.95559
62.209454,1,2397.909457
62.162288,1,2398.925984
63.749605,1,2399.844769
61.80589,1,2400.821067
61.763408,1,2401.630639
62.098218,1,2402.549252
62.154382,1,2403.606494
61.776177,1,2404.543268
61.156741,1,2405.406411
61.108585,1,2406.377959
62.590036,1,2407.29866
62.516172,1,2408.18289
59.971748,1,2409.191445
62.411078,1,2410.172201
62.434261,1,2410.974455
61.921257,1,2411.98193
63.007576,1,2412.819881
61.342565,1,2413.823703
60.020173,1,2414.718417
62.459206,1,2415.573868
61.688673,1,2416.53999
62.105537,1,2417.51144
62.052249,1,2418.335816
62.671386,1,2419.304757
61.966813,1,2420.164296
62.638402,1,2421.14903
62.861833,1,2422.062658
62.33047,1,2423.021873
62.78246,1,2423.914825
61.70577,1,2424.839267
62.009689,1,2425.783939
62.848458,1,2426.738046
62.321845,1,2427.574372
62.644973,1,2428.551497
61.614834,1,2429.384283
62.850443,1,2430.22669
61.903928,1,2431.189163
63.062448,1,2432.152275
62.79376,1,2432.993144
61.370606,1,2433.952176
60.601892,1,2434.795343
60.915205,1,2435.749447
61.685113,1,2436.603565
62.23944,1,2437.441316
63.390787,1,2438.404186
62.34717,1,2439.40988
62.310154,1,2440.330736
61.998956,1,2441.319609
63.020095,1,2442.287895
62.443151,1,2443.256487
61.381508,1,2444.131702
62.961126,1,2445.105564
62.185433,1,2445.929802
62.325903,1,2446.771788
61.512981,1,2447.7333
63.04427,1,2448.670764
63.170371,1,2449.47301
62.607711,1,2450.463551
63.537548,1,2451.400346
60.84693,1,2452.243434
62.067558,1,2453.184146
61.438389,1,2454.124193
61.557061,1,2454.95155
61.248695,1,2455.912405
61.980109,1,2456.800119
62.392374,1,2457.774315
61.805739,1,2458.623355
61.917663,1,2459.46697
63.907539,1,2460.429178
62.703447,1,2461.393133
62.6033,1,2462.221446
62.622314,1,2463.156167
61.825013,1,2464.005997
62.207743,1,2464.942566
62.754562,1,2465.780096
62.975173,1,2466.727224
62.601835,1,2467.543117
63.257528,1,2468.34802
62.052642,1,2469.327074
62.430476,1,2470.300919
62.772065,1,2471.176369
62.071025,1,2472.119502
62.318404,1,2472.933591
61.954219,1,2473.778339
62.523499,1,2474.772393
62.250545,1,2475.716473
62.468822,1,2476.537016
61.615241,1,2477.511687
62.835776,1,2478.468727
62.029031,1,2479.45995
62.427224,1,2480.404698
61.825508,1,2481.269
62.438445,1,2482.297181
63.117402,1,2483.370081
61.650529,1,2484.227582
61.536651,1,2485.260605
62.014493,1,2486.136326
61.44017,1,2487.108672
62.373299,1,2487.96408
62.96703,1,2488.923004
61.778021,1,2489.793145
62.446578,1,2490.595119
62.368773,1,2491.5706
62.600094,1,2492.521126
62.133351,1,2493.362657
62.763562,1,2494.317039
62.138677,1,2495.178654
62.265241,1,2496.004552
62.007579,1,2496.993784
61.634049,1,2497.973437
62.127828,1,2498.780257
62.828406,1,2499.789345
62.969733,1,2500.643924
61.742699,1,2501.614968
62.307149,1,2502.462328
62.966951,1,2503.252911
62.368709,1,2504.21923
62.967277,1,2505.165715
62.871057,1,2506.028917
63.487224,1,2507.014326
61.693008,1,2507.833431
62.143268,1,2508.792914
63.454909,1,2509.598115
63.544685,1,2510.523603
62.546526,1,2511.37948
62.08992,1,2512.215611
62.358104,1,2513.178681
61.880843,1,2514.142529
61.849484,1,2514.979992
61.81788,1,2515.931869
62.183064,1,2516.748857
62.280029,1,2517.568433
61.881211,1,2518.521188
60.491854,1,2519.534613
62.06581,1,2520.413404
61.426612,1,2521.430622
62.849631,1,2522.260801
62.552516,1,2523.26365
63.220195,1,2524.115875
62.147477,1,2524.924868
62.521498,1,2525.897181
61.841939,1,2526.837112
62.884458,1,2527.663044
62.29712,1,2528.63075
61.370936,1,2529.47671
63.315836,1,2530.434347
61.713629,1,2531.247312
62.469958,1,2532.192948
62.743436,1,2533.229261
62.447635,1,2534.027007
62.986391,1,2535.030708
61.103986,1,2535.990492
61.409806,1,2536.803021
62.85156,1,2537.754265
61.709241,1,2538.590145
62.537385,1,2539.480044
62.495493,1,2540.450253
61.021724,1,2541.419085
62.013866,1,2542.229465
62.496786,1,2543.195808
62.003312,1,2544.056763
62.888833,1,2545.048861
62.306838,1,2545.900475
62.359731,1,2546.779166
62.242349,1,2547.778729
61.515321,1,2548.752962
62.981806,1,2549.599662
62.967252,1,2550.538035
61.738137,1,2551.399475
61.116217,1,2552.399688
62.631823,1,2553.233293
62.509665,1,2554.181052
62.988499,1,2555.014436
62.085469,1,2555.858009
62.084689,1,2556.827453
63.452462,1,2557.830682
62.40198,1,2558.734828
62.563086,1,2559.721473
62.414202,1,2560.577805
62.126811,1,2561.578387
62.046138,1,2562.583627
62.365501,1,2563.563561
61.153763,1,2564.369442
62.884551,1,2565.311478
62.756697,1,2566.135911
61.987285,1,2567.083052
62.129597,1,2567.932693
61.917579,1,2568.799132
61.913562,1,2569.787616
62.464734,1,2570.83431
62.427624,1,2571.737664
63.036696,1,2572.72853
61.611646,1,2573.608183
63.059383,1,2574.704797
62.592145,1,2575.635546
62.532393,1,2576.653534
62.128876,1,2577.481596
61.588479,1,2578.295146
62.230489,1,2579.297949
62.617717,1,2580.299858
61.838124,1,2581.159884
61.670775,1,2582.157961
61.230309,1,2583.020083
62.205179,1,2583.882588
62.623525,1,2584.909562
62.018128,1,2585.886888
61.417763,1,2586.728183
62.560535,1,2587.708306
62.146286,1,2588.523507
61.62333,1,2589.532643
61.321444,1,2590.343738
62.188952,1,2591.206108
62.869824,1,2592.196905
62.145745,1,2593.13265
59.629204,1,2593.95702
61.317415,1,2594.946172
61.942768,1,2595.817144
62.540134,1,2596.811093
63.357631,1,2597.643446
61.794784,1,2598.591598
62.757147,1,2599.410815
61.265976,1,2600.273097
61.898801,1,2601.255146
63.51089,1,2602.244228
63.109652,1,2603.087168
62.373141,1,2604.053561
63.403658,1,2604.892279
62.102057,1,2605.735899
62.442762,1,2606.677385
61.956687,1,2607.695811
63.1159,1,2608.513063
60.656942,1,2609.488507
63.152138,1,2610.31367
62.716294,1,2611.290709
62.515006,1,2612.13632
62.024666,1,2613.021006
62.782366,1,2613.954442
61.860021,1,2614.911765
61.681649,1,2615.73967
62.815884,1,2616.727609
62.308175,1,2617.556678
62.276964,1,2618.541292
61.006041,1,2619.408502
62.199795,1,2620.433007
61.701925,1,2621.336463
61.956776,1,2622.210491
61.779123,1,2623.199056
62.530898,1,2624.168824
61.91618,1,2625.012679
62.057479,1,2625.993744
62.185388,1,2626.792984
62.310854,1,2627.620423
61.70497,1,2628.562773
62.775485,1,2629.531039
62.996806,1,2630.346394
61.630298,1,2631.384467
62.571339,1,2632.195902
62.044172,1,2633.200236
62.523968,1,2634.064083
62.843783,1,2634.88884
62.381951,1,2635.818467
61.343727,1,2636.811418
61.655339,1,2637.657609
61.853125,1,2638.644123
61.859829,1,2639.544636
62.405099,1,2640.503868
62.793683,1,2641.346973
61.843582,1,2642.3409
61.973384,1,2643.195467
62.177395,1,2644.016565
61.409539,1,2645.021509
62.435242,1,2645.977307
62.960922,1,2646.808254
63.454165,1,2647.77638
62.077242,1,2648.623731
61.689295,1,2649.494204
62.782108,1,2650.461216
62.567196,1,2651.423267
61.818776,1,2652.246191
62.211968,1,2653.201908
62.496171,1,2654.039646
62.755534,1,2655.000961
61.417178,1,2655.826961
62.478338,1,2656.648834
61.358845,1,2657.630518
62.472748,1,2658.621699
62.151485,1,2659.442002
62.827293,1,2660.35973
62.703795,1,2661.216362
63.162934,1,2662.20031
62.068227,1,2663.028696
62.208809,1,2664.017834
62.322965,1,2664.83501
62.522055,1,2665.687832
62.572637,1,2666.639791
61.779198,1,2667.628259
63.114256,1,2668.457615
62.573247,1,2669.415549
63.119891,1,2670.249643
61.719719,1,2671.087778
62.624835,1,2672.064871
62.15833,1,2673.002747
62.116457,1,2673.874991
62.562032,1,2674.836482
62.376951,1,2675.66153
62.596836,1,2676.601477
61.762104,1,2677.42434
62.850644,1,2678.232526
62.623575,1,2679.217083
62.458294,1,2680.165531
62.215691,1,2681.013751
62.512288,1,2682.007431
62.590257,1,2682.870157
61.677201,1,2683.846676
62.490109,1,2684.700168
62.517174,1,2685.821202
62.601805,1,2686.642514
62.420299,1,2687.473128
62.416366,1,2688.468469
62.303582,1,2689.421425
62.3445,1,2690.293661
61.469858,1,2691.271312
62.638929,1,2692.100109
62.601139,1,2692.914521
62.802213,1,2693.860478
62.8758,1,2694.846523
61.979859,1,2695.739712
62.522861,1,2696.835301
61.517384,1,2697.691336
62.405157,1,2698.672487
62.617656,1,2699.538544
63.204514,1,2700.374959
62.884985,1,2701.35953
62.306086,1,2702.354302
62.044301,1,2703.186844
61.957704,1,2704.203403
61.847236,1,2705.038759
62.005122,1,2705.980332
62.736843,1,2706.838709
61.139406,1,2707.85957
61.709947,1,2708.69722
62.989685,1,2709.553357
62.671111,1,2710.509097
62.773583,1,2711.475648
61.918755,1,2712.306863
62.068711,1,2713.272794
62.919003,1,2714.12373
62.223814,1,2714.953502
62.789933,1,2715.909026
62.707254,1,2716.8982
62.177217,1,2717.814063
62.563898,1,2718.788456
62.627843,1,2719.610302
61.845432,1,2720.590554
63.262651,1,2721.406159
62.526532,1,2722.232291
62.174112,1,2723.218613
62.979092,1,2724.221825
61.83551,1,2725.061116
63.017243,1,2726.028505
62.583052,1,2726.848591
62.495345,1,2727.783748
62.369362,1,2728.633907
63.033605,1,2729.608416
62.472017,1,2730.450616
62.57804,1,2731.308467
62.148378,1,2732.286954
63.107836,1,2733.354512
61.908423,1,2734.261538
62.02502,1,2735.21368
62.68215,1,2736.153542
60.909972,1,2737.207775
62.500398,1,2738.17335
62.544876,1,2739.140853
62.68493,1,2739.979884
63.193121,1,2740.958618
62.02108,1,2741.862882
62.437517,1,2742.922001
62.107059,1,2743.814737
63.551126,1,2744.652117
62.081688,1,2745.687831
62.405862,1,2746.683098
61.910462,1,2747.515186
62.738861,1,2748.497693
62.579324,1,2749.36693
62.664577,1,2750.355737
61.923939,1,2751.196747
62.877912,1,2752.16451
62.386823,1,2752.982322
63.186636,1,2753.81289
62.507695,1,2754.749728
62.960206,1,2755.715698
61.903628,1,2756.551262
62.632653,1,2757.501337
61.489159,1,2758.317077
62.698759,1,2759.164373
63.176538,1,2760.08567
62.677831,1,2761.028668
61.859195,1,2761.867339
61.197746,1,2762.800659
61.848315,1,2763.658173
62.608623,1,2764.617246
62.535768,1,2765.4314
61.527295,1,2766.249558
62.186037,1,2767.204979
62.265573,1,2768.193774
63.352519,1,2769.024286
62.792143,1,2769.974757
62.072389,1,2770.873727
62.380008,1,2771.907919
60.492184,1,2772.821869
61.696981,1,2774.00917
62.210195,1,2774.930584
63.195207,1,2775.76747
62.805088,1,2776.832523
62.482972,1,2777.896648
61.540703,1,2778.791236
62.619998,1,2779.783526
62.052305,1,2780.702198
62.041528,1,2781.536352
63.310938,1,2782.501362
63.107701,1,2783.464812
62.662875,1,2784.308419
62.014966,1,2785.257216
62.94681,1,2786.109951
62.627812,1,2787.06529
62.632391,1,2787.939651
61.991023,1,2788.867104
61.7127,1,2789.802691
62.416973,1,2790.811284
62.629752,1,2791.672902
62.145791,1,2792.676894
62.879949,1,2793.588945
61.405722,1,2794.595745
62.383178,1,2795.520289
61.680881,1,2796.501048
62.820259,1,2797.320185
62.478996,1,2798.168941
62.757345,1,2799.086382
62.098954,1,2800.008343
62.500099,1,2800.830851
62.236835,1,2801.830148
62.266457,1,2802.67065
63.151969,1,2803.519432
62.106738,1,2804.581878
62.231558,1,2805.536321
63.021284,1,2806.376828
62.349303,1,2807.347256
63.233382,1,2808.201505
63.05711,1,2809.203814
62.650848,1,2810.048376
61.763745,1,2810.881652
62.200384,1,2811.847327
62.26173,1,2812.874613
62.937989,1,2813.709307
63.885666,1,2814.677242
62.024631,1,2815.494106
62.652225,1,2816.464909
61.625169,1,2817.313956
62.850718,1,2818.272229
62.346582,1,2819.113652
61.780077,1,2819.914392
62.6526,1,2820.882692
62.777411,1,2821.864975
62.00525,1,2822.717118
63.125102,1,2823.687033
63.231609,1,2824.517668
61.954405,1,2825.356271
61.537585,1,2826.330218
63.017514,1,2827.359943
62.273844,1,2828.278787
62.487522,1,2829.275309
62.709406,1,2830.077594
62.928026,1,2831.12394
62.207528,1,2831.956361
62.360638,1,2832.826311
61.962924,1,2833.82332
63.415537,1,2834.778753
62.379012,1,2835.654057
61.528768,1,2836.685663
62.6402,1,2837.591434
62.23082,1,2838.654672
63.110674,1,2839.496084
62.160394,1,2840.493776
61.754638,1,2841.289699
61.214268,1,2842.100845
62.386804,1,2843.060743
62.59717,1,2844.020857
62.230216,1,2844.825683
62.033677,1,2845.783269
62.171943,1,2846.622788
62.88916,1,2847.435136
62.542247,1,2848.411609
61.755854,1,2849.393888
62.483321,1,2850.219701
62.364101,1,2851.204208
63.037543,1,2852.057546
62.645696,1,2853.016975
61.851625,1,2853.863729
63.397625,1,2854.66744
62.613812,1,2855.61189
62.078758,1,2856.565914
62.919381,1,2857.877584
63.449743,1,2858.940548
61.705297,1,2860.305556
61.619154,1,2861.387954
62.227575,1,2862.280688
62.132017,1,2863.261271
61.718043,1,2864.138153
61.328179,1,2865.052053
62.71712,1,2866.001302
61.765263,1,2866.964463
62.371281,1,2867.761758
62.005075,1,2868.69441
62.339751,1,2869.53143
62.043847,1,2870.36101
62.814199,1,2871.317794
62.846275,1,2872.25613
62.317103,1,2873.061505
63.05609,1,2873.996074
62.701797,1,2874.820793
62.406391,1,2875.822977
62.622869,1,2876.759424
62.848245,1,2877.695834
61.977344,1,2878.733326
62.079159,1,2879.730832
62.913364,1,2880.581244
62.595684,1,2881.573963
62.390944,1,2882.533542
62.55731,1,2883.525023
61.991553,1,2884.373272
62.595438,1,2885.421973
61.784872,1,2886.21223
62.675999,1,2887.022595
62.069142,1,2888.103882
62.379181,1,2889.136456
61.990599,1,2890.014985
61.597094,1,2890.966955
62.397248,1,2891.800215
62.51984,1,2892.594517
62.938919,1,2893.534622
63.028748,1,2894.480077
62.107183,1,2895.318826
63.066535,1,2896.287781
62.392645,1,2897.176537
62.668216,1,2898.147052
62.001555,1,2898.960906
63.027212,1,2899.900544
62.441923,1,2900.833909
62.438413,1,2901.819678
62.845001,1,2902.635392
62.84868,1,2903.600365
62.895032,1,2904.416656
62.885154,1,2905.418886
63.646365,1,2906.262859
62.496709,1,2907.207692
62.489297,1,2908.0298
62.400679,1,2908.9025
61.848944,1,2909.859964
62.298969,1,2910.899305
62.323362,1,2911.816703
62.112375,1,2912.79249
62.633416,1,2913.59579
62.599158,1,2914.446357
63.669938,1,2915.366453
62.864975,1,2916.403914
62.458125,1,2917.271288
63.416717,1,2918.269647
62.496825,1,2919.081961
62.918876,1,2920.027603
62.110344,1,2920.819634
61.634343,1,2921.65969
62.365519,1,2922.598668
62.570359,1,2923.543958
62.43403,1,2924.370633
61.791121,1,2925.321975
62.32974,1,2926.193616
62.867091,1,2927.153866
62.424366,1,2927.993054
62.784143,1,2928.959736
61.815268,1,2929.753204
63.120391,1,2930.568278
61.941533,1,2931.501253
61.925163,1,2932.481675
63.236398,1,2933.317193
61.980859,1,2934.299983
62.502902,1,2935.113116
63.19014,1,2935.959506
62.361286,1,2936.90229
62.126021,1,2937.840755
62.850825,1,2938.673239
62.581289,1,2939.732585
63.048246,1,2940.542698
62.432932,1,2941.5032
61.173875,1,2942.346328
62.731564,1,2943.142898
62.06939,1,2944.07012
62.470327,1,2945.064849
61.916356,1,2945.876101
62.603452,1,2946.841921
62.420109,1,2947.657246
63.211516,1,2948.632262
62.028044,1,2949.443892
63.285205,1,2950.434
62.746679,1,2951.232191
61.951116,1,2952.064173
62.367369,1,2953.001882
62.427732,1,2953.990114
62.952602,1,2954.800718
62.273183,1,2955.742923
62.903847,1,2956.557476
62.006581,1,2957.361257
62.817913,1,2958.304464
62.083331,1,2959.244894
63.012281,1,2960.068533
62.102951,1,2961.04587
62.285449,1,2961.857714
62.253755,1,2962.806075
62.425989,1,2963.605426
62.597179,1,2964.496307
62.466177,1,2965.419956
62.713948,1,2966.351885
63.246495,1,2967.178466
62.290608,1,2968.156378
62.12577,1,2968.987712
62.576547,1,2969.931227
62.027764,1,2970.747608
60.899802,1,2971.683774
61.267752,1,2972.481733
61.435135,1,2973.337704
61.677142,1,2974.275816
63.040969,1,2975.22279
62.093006,1,2976.041567
61.709728,1,2977.012279
62.734585,1,2977.811946
63.07443,1,2978.731068
62.532248,1,2979.677849
62.388668,1,2980.628291
63.432122,1,2981.49567
62.198,1,2983.679873
62.350949,1,2984.687745
61.901164,1,2985.84764
62.491332,1,2986.738726
62.836727,1,2987.629208
62.389265,1,2988.58332
62.887706,1,2989.5173
62.686887,1,2990.411034
63.098306,1,2991.399481
62.772484,1,2992.671377
62.331031,1,2993.652381
61.4391,1,2994.453173
62.995474,1,2995.432405
61.780545,1,2996.240283
63.372802,1,2997.101138
62.419881,1,2998.055976
61.664086,1,2999.122738
63.009165,1,2999.952919
61.929249,1,3000.924331
61.332978,1,3001.75406
62.529207,1,3002.60068
62.023784,1,3003.557688
62.106902,1,3004.506952
61.566719,1,3005.355991
62.214667,1,3006.320512
62.593272,1,3007.119472
62.306434,1,3008.080453
62.149886,1,3008.925939
62.723239,1,3009.800476
62.774099,1,3010.785748
62.905947,1,3011.897667
62.683795,1,3012.746927
62.914524,1,3013.749714
62.512413,1,3014.561137
62.236024,1,3015.571288
62.016525,1,3016.444353
61.441175,1,3017.42259
63.112441,1,3018.211194
63.286373,1,3019.06357
61.32669,1,3020.002195
63.451964,1,3020.976268
61.800969,1,3021.796166
62.449277,1,3022.760797
62.815389,1,3023.643569
63.179034,1,3024.519607
61.933832,1,3025.443898
63.092051,1,3026.417767
62.611792,1,3027.247128
62.96526,1,3028.216662
62.418726,1,3029.102717
62.117896,1,3030.060191
63.184317,1,3031.260113
62.726566,1,3032.367264
62.447923,1,3033.682428
60.952834,1,3035.16906
62.630515,1,3036.26184
62.486622,1,3037.718493
62.772325,1,3038.908174
62.910611,1,3040.20745
62.050991,1,3041.513799
61.099441,1,3042.819367
63.048183,1,3043.965756
62.04035,1,3045.037649
61.733819,1,3046.401957
62.09135,1,3047.810866
61.980678,1,3048.899301
63.268599,1,3050.248656
62.637027,1,3051.38368
62.144294,1,3052.485568
60.493961,1,3053.817347
62.799187,1,3055.131203
62.127071,1,3056.292548
62.62176,1,3057.730037
61.909251,1,3058.987125
62.348056,1,3060.177035
62.213164,1,3061.358403
62.651621,1,3062.489567
62.377424,1,3063.868416
62.644905,1,3065.238006
62.92492,1,3066.347446
61.882401,1,3067.659245
62.519297,1,3068.898604
63.13029,1,3070.303401
61.615111,1,3071.489055
63.525702,1,3072.807622
62.860541,1,3073.9121
62.529335,1,3075.121715
61.837681,1,3076.555252
62.317247,1,3077.81283
63.243831,1,3079.035162
61.706048,1,3080.675596
62.741168,1,3081.77336
62.827023,1,3083.006721
62.521806,1,3084.447935
62.064876,1,3085.797405
63.083396,1,3087.023807
62.889505,1,3088.333462
61.954487,1,3089.430676
62.45475,1,3090.838283
61.906376,1,3091.901354
62.861797,1,3093.022113
62.69914,1,3094.344383
62.323291,1,3095.652514
62.645758,1,3096.733064
62.826307,1,3098.033599
62.588892,1,3099.131013
63.038657,1,3100.404571
62.617881,1,3101.538321
62.178081,1,3102.946816
62.650858,1,3104.114503
62.096525,1,3105.400495
63.458589,1,3106.842068
63.157657,1,3108.169588
62.933467,1,3109.411649
61.775611,1,3110.715426
62.85939,1,3111.835896
62.469323,1,3112.921562
62.667103,1,3114.269845
62.865012,1,3115.511923
62.801043,1,3116.879896
62.673908,1,3118.213339
62.47047,1,3119.3723
62.674145,1,3120.594027
63.117569,1,3121.710783
61.452677,1,3122.905675
61.185953,1,3124.217867
62.306865,1,3125.510605
62.641629,1,3126.562667
62.520234,1,3127.877094
61.625446,1,3129.055421
62.538186,1,3130.619814
62.186305,1,3131.889244
62.523335,1,3133.474342
62.49168,1,3134.574937
62.345119,1,3135.826
63.106378,1,3137.020237
62.223526,1,3138.427329
62.791573,1,3139.520575
63.532926,1,3140.876001
61.902068,1,3142.07892
63.15276,1,3143.287328
61.361342,1,3144.592273
62.997717,1,3145.932428
62.221798,1,3147.103722
62.168915,1,3148.461169
63.12227,1,3149.556093
62.523984,1,3150.955986
62.49644,1,3152.131264
62.225157,1,3153.285846
61.522569,1,3154.669882
63.535013,1,3155.968691
63.202697,1,3157.084512
63.070325,1,3158.422577
61.967734,1,3159.601538
61.487725,1,3160.856162
62.476095,1,3161.993058
62.398995,1,3163.266772
