#{"t_start": 1747792596.386986, "env_id": "None"}
r,l,t
59.471245,1,1108.371617
60.145928,1,1109.23814
60.266517,1,1110.217318
60.109143,1,1111.046102
60.453456,1,1112.023958
61.019068,1,1112.86548
60.277991,1,1113.765049
60.26201,1,1114.738634
59.119166,1,1115.745505
59.587311,1,1116.613637
60.130225,1,1117.747133
59.395967,1,1118.648425
60.494666,1,1119.632176
61.433099,1,1120.504704
60.697661,1,1121.517959
61.011146,1,1122.318539
59.375895,1,1123.167688
60.236459,1,1124.148359
59.850347,1,1125.136025
58.221514,1,1125.973797
60.406897,1,1126.955273
61.418326,1,1127.805318
60.101765,1,1128.697788
61.232591,1,1129.672179
59.529136,1,1130.665206
58.342631,1,1131.519162
60.180938,1,1132.549005
58.938872,1,1133.378741
60.771357,1,1134.346281
60.923129,1,1135.188024
58.730174,1,1136.027752
59.552653,1,1136.990812
57.378762,1,1137.995216
60.251262,1,1138.915475
61.009948,1,1139.8991
60.974646,1,1140.730396
60.367181,1,1141.718876
60.840678,1,1142.598997
59.732644,1,1143.589274
59.388865,1,1144.450981
60.872441,1,1145.28751
57.754732,1,1146.273999
60.690457,1,1147.251537
59.347678,1,1148.143238
59.475215,1,1149.107955
61.247143,1,1150.051552
61.614662,1,1150.90152
60.478079,1,1151.877074
59.902937,1,1152.866031
58.371468,1,1153.714327
59.64477,1,1154.711351
60.315158,1,1155.558917
59.466525,1,1156.512381
59.289387,1,1157.436103
59.837754,1,1158.309603
60.131444,1,1159.284357
59.062429,1,1160.252849
59.231403,1,1161.113771
60.459349,1,1162.109229
59.912247,1,1162.928223
59.731735,1,1164.16919
61.358827,1,1165.006976
58.548499,1,1165.989223
59.187151,1,1166.859227
59.205129,1,1167.731249
61.156246,1,1168.686836
59.246468,1,1169.703482
60.313515,1,1170.527507
60.043184,1,1171.480213
58.955309,1,1172.308437
61.457238,1,1173.126295
59.182928,1,1174.069482
60.016446,1,1175.043462
59.564474,1,1175.869843
59.589866,1,1176.848689
59.178066,1,1177.706029
59.655252,1,1178.687461
59.328013,1,1179.51124
59.472004,1,1180.348785
59.722316,1,1181.355035
59.096157,1,1182.332523
58.653631,1,1183.16268
59.737124,1,1184.127114
58.895282,1,1184.951548
58.608876,1,1185.935454
59.043812,1,1186.835812
60.371857,1,1187.814332
59.895342,1,1188.642464
60.652199,1,1189.501264
60.961531,1,1190.509166
58.451209,1,1191.493667
59.987418,1,1192.342295
59.514335,1,1193.306099
61.183148,1,1194.144485
59.179461,1,1194.97348
61.066113,1,1195.944005
58.263281,1,1196.938578
57.835376,1,1197.812863
60.984438,1,1198.816217
61.096827,1,1199.671339
61.081268,1,1200.647999
59.872515,1,1201.514275
59.612718,1,1202.361552
62.325815,1,1203.339076
60.169467,1,1204.29829
61.286475,1,1205.165855
60.279604,1,1206.149909
60.008179,1,1206.992041
60.89515,1,1207.983173
59.400432,1,1208.794089
61.048322,1,1209.795372
61.009153,1,1210.653838
59.609058,1,1211.46876
59.769413,1,1212.411867
60.30326,1,1213.458887
59.401714,1,1214.344853
58.509374,1,1215.324884
60.317556,1,1216.203086
59.225844,1,1217.078852
60.788543,1,1218.117883
61.254224,1,1219.095111
59.301371,1,1219.933913
59.43232,1,1220.934772
62.328222,1,1221.800203
58.524598,1,1222.830207
60.235764,1,1223.746202
62.141778,1,1224.5583
59.120085,1,1225.527277
61.123722,1,1226.479271
61.391602,1,1227.33505
60.279218,1,1228.276564
58.741969,1,1229.099331
58.606117,1,1230.076966
61.467437,1,1230.890555
60.797404,1,1231.890827
60.266864,1,1232.724881
61.533571,1,1233.586852
61.636841,1,1234.548678
61.236765,1,1235.53299
60.490787,1,1236.451171
61.594807,1,1237.446032
60.346698,1,1238.266844
60.603283,1,1239.120535
62.125439,1,1240.058896
61.659286,1,1241.020655
61.757628,1,1241.843713
59.89982,1,1242.837314
60.644676,1,1243.656962
62.342014,1,1244.596205
59.520097,1,1245.450804
61.296527,1,1246.297078
60.22528,1,1247.313275
61.30677,1,1248.58698
59.613576,1,1249.430867
60.701395,1,1250.531992
61.600992,1,1251.787803
61.076279,1,1253.141501
60.860967,1,1254.007635
62.093259,1,1255.209932
60.880445,1,1256.04638
61.044621,1,1256.866856
60.983775,1,1257.822377
60.542129,1,1258.834382
61.958203,1,1259.868844
61.183671,1,1261.014848
60.473802,1,1262.666391
60.613328,1,1263.686353
60.172318,1,1264.75513
62.193269,1,1266.099505
61.89804,1,1266.965307
60.813729,1,1267.912636
60.5902,1,1268.732499
60.058406,1,1269.686557
60.811191,1,1270.502547
60.620615,1,1271.33586
61.063632,1,1272.32055
62.321637,1,1273.424622
60.354139,1,1274.302896
61.215601,1,1275.284095
61.020099,1,1276.202737
60.872315,1,1277.314631
60.267328,1,1278.185226
61.758432,1,1279.160854
61.842928,1,1279.999215
61.796981,1,1280.862425
62.249794,1,1282.195289
61.572182,1,1283.448018
60.517979,1,1284.462925
60.544108,1,1286.119468
62.744289,1,1287.748186
60.399745,1,1289.005058
60.571756,1,1289.979233
61.289428,1,1291.224099
60.593195,1,1292.371546
61.353841,1,1293.500512
60.216347,1,1294.520692
60.853733,1,1295.862538
61.018652,1,1297.186652
61.15932,1,1298.540123
60.897446,1,1300.120456
62.039456,1,1301.132297
59.620336,1,1302.029583
61.820316,1,1303.578266
62.112227,1,1304.584878
61.946516,1,1306.320867
61.13197,1,1307.604574
60.774498,1,1309.0803
60.136991,1,1310.122821
60.965686,1,1310.960666
60.598531,1,1311.919031
60.254916,1,1312.922686
59.522587,1,1313.796111
60.85123,1,1314.767326
61.236763,1,1315.619682
61.416001,1,1316.457825
60.776102,1,1317.400565
60.609098,1,1318.379612
60.209956,1,1319.251856
60.524951,1,1320.241348
60.500289,1,1321.078577
61.169576,1,1322.05067
61.386401,1,1322.89057
61.15221,1,1323.730471
61.60158,1,1324.658458
62.074656,1,1325.722361
59.905516,1,1326.591203
61.285513,1,1327.577094
61.480107,1,1328.400651
60.769665,1,1329.450152
60.965998,1,1330.315381
61.858399,1,1331.290884
61.43357,1,1332.139895
61.768962,1,1333.159031
60.330421,1,1334.14654
59.471012,1,1335.104805
60.270403,1,1335.920324
59.147228,1,1336.933734
61.025637,1,1337.761968
60.204334,1,1338.592265
60.282372,1,1339.543052
61.986233,1,1340.538864
60.458595,1,1341.3892
61.99447,1,1342.368049
61.370554,1,1343.195695
60.042528,1,1344.169232
61.239153,1,1345.029522
60.326465,1,1345.887167
61.359876,1,1346.83691
62.255973,1,1347.799426
62.049165,1,1348.629489
61.568181,1,1349.63348
62.762812,1,1350.544694
61.085991,1,1351.524157
60.278106,1,1352.357045
61.018138,1,1353.348445
58.098005,1,1354.208989
62.340168,1,1355.06297
59.971517,1,1356.073195
61.636132,1,1357.053557
61.036022,1,1357.886581
60.248004,1,1358.835491
60.767263,1,1359.693471
61.503049,1,1360.511742
61.098363,1,1361.469799
61.978733,1,1362.437725
60.137686,1,1363.253435
60.937105,1,1364.238312
61.087569,1,1365.066572
60.565146,1,1366.030613
61.413305,1,1366.853273
61.459404,1,1367.765089
61.160579,1,1368.779114
59.868207,1,1369.765274
61.45548,1,1370.588028
60.055996,1,1371.623555
60.691639,1,1372.493253
60.989504,1,1373.467201
61.357954,1,1374.308519
60.79258,1,1375.266283
60.415639,1,1376.130187
61.354939,1,1376.965267
58.570557,1,1377.929163
60.182847,1,1378.950783
60.493352,1,1379.771685
60.100845,1,1380.773671
60.243799,1,1381.638616
59.922968,1,1382.469969
61.889092,1,1383.415506
62.038585,1,1384.409894
59.000993,1,1385.225184
60.674658,1,1386.209652
60.005132,1,1387.130556
61.190337,1,1388.180888
61.5461,1,1389.03793
61.476761,1,1389.869959
60.349697,1,1390.82295
60.945169,1,1391.80303
60.055228,1,1392.647684
62.546623,1,1393.622894
60.835499,1,1394.484277
62.898417,1,1395.449643
60.836569,1,1396.288158
60.990533,1,1397.279009
60.661968,1,1398.109302
59.681436,1,1398.969111
60.711891,1,1399.953148
62.407791,1,1400.915636
60.566181,1,1401.752857
61.372605,1,1402.748571
59.581649,1,1403.620572
60.378815,1,1404.486967
59.968443,1,1405.463397
60.303731,1,1406.420277
60.913786,1,1407.233986
61.071565,1,1408.2157
61.014134,1,1409.08127
62.263688,1,1410.080037
60.752379,1,1410.912066
61.103315,1,1411.742004
61.591752,1,1412.726046
61.699611,1,1413.702199
61.093109,1,1414.571516
60.355675,1,1415.606307
60.622295,1,1416.439757
62.449713,1,1417.408535
60.143378,1,1418.408862
62.33224,1,1419.413138
60.452873,1,1420.282074
61.111833,1,1421.111133
59.656707,1,1422.117178
60.966428,1,1423.133668
61.313366,1,1423.964444
58.084046,1,1424.981195
61.471758,1,1425.827779
60.969863,1,1426.649061
61.384782,1,1427.59588
60.863279,1,1428.588975
60.166797,1,1429.436892
60.10511,1,1430.475849
60.825316,1,1431.368809
59.828415,1,1432.395083
59.784818,1,1434.026397
60.686282,1,1434.92134
60.017923,1,1436.057227
62.480532,1,1437.185422
61.537839,1,1438.030759
60.995261,1,1439.26079
59.244408,1,1440.112038
61.405554,1,1441.637576
61.703757,1,1443.084391
61.082705,1,1444.373067
60.569659,1,1445.573352
59.193225,1,1446.565608
59.21989,1,1447.961094
61.29846,1,1449.111795
60.866084,1,1450.050695
60.354534,1,1451.025433
60.60161,1,1451.855682
61.139737,1,1452.699104
60.527772,1,1453.649733
60.830117,1,1454.598796
61.030347,1,1455.437819
60.766299,1,1456.390629
60.938645,1,1457.831138
60.822828,1,1459.020932
60.175679,1,1459.851655
61.260948,1,1460.660477
58.771179,1,1461.621247
62.675351,1,1462.55852
61.05439,1,1463.395238
61.681234,1,1464.362371
60.081344,1,1465.215867
61.014758,1,1466.187554
60.547379,1,1466.994468
62.265482,1,1467.985382
60.129783,1,1468.817078
61.409623,1,1469.633692
60.219873,1,1470.563536
60.186949,1,1471.538934
61.371023,1,1472.386102
62.85923,1,1473.318027
60.538744,1,1474.118734
63.037268,1,1474.938734
60.788439,1,1475.90295
60.158243,1,1476.903999
60.584054,1,1477.779598
62.570373,1,1478.781993
59.681379,1,1479.614278
60.355942,1,1480.590179
61.784923,1,1481.398786
61.258279,1,1482.242989
62.067881,1,1483.17237
59.976659,1,1484.238592
61.117463,1,1485.068875
62.092715,1,1486.025759
61.88076,1,1486.836004
59.902296,1,1487.81835
61.886691,1,1488.641081
62.275805,1,1489.579301
62.901007,1,1490.411187
61.145898,1,1491.248405
62.572424,1,1492.212011
61.070768,1,1493.176436
60.161102,1,1493.999155
60.932212,1,1494.96075
61.119464,1,1495.757695
62.750647,1,1496.59432
62.340099,1,1497.540871
62.083926,1,1498.473164
60.893373,1,1499.334153
61.115377,1,1500.314571
60.080375,1,1501.146619
61.863882,1,1502.099498
61.5192,1,1502.908208
62.63122,1,1503.708747
62.268853,1,1504.642524
61.109817,1,1505.64855
60.865905,1,1506.476489
61.366176,1,1507.485043
60.999388,1,1508.341491
63.217975,1,1509.323442
62.130173,1,1510.120043
61.816848,1,1511.074682
62.09939,1,1511.9012
61.021341,1,1512.728794
60.594898,1,1513.708131
60.804493,1,1514.706175
61.467885,1,1515.525889
62.288294,1,1516.497794
59.497365,1,1517.334712
61.01254,1,1518.149602
61.784297,1,1519.088518
61.573875,1,1520.046475
61.908943,1,1520.905979
61.257573,1,1521.921672
61.635298,1,1522.738098
61.349796,1,1523.716464
61.751872,1,1524.558513
62.008107,1,1525.387736
61.543823,1,1526.373043
60.97555,1,1527.328599
62.699767,1,1528.149237
60.787884,1,1529.121842
60.787539,1,1529.968679
61.818795,1,1530.975599
61.183346,1,1531.820617
59.674813,1,1532.817061
60.582799,1,1533.663993
60.110726,1,1534.482566
62.482893,1,1535.448112
61.371462,1,1536.430518
59.091652,1,1537.285701
60.656314,1,1538.271489
60.61105,1,1539.105565
62.583255,1,1539.922451
60.983911,1,1540.910286
62.352376,1,1541.885308
61.403239,1,1542.692679
61.429962,1,1543.755046
61.056218,1,1544.578595
60.681133,1,1545.565575
61.236851,1,1546.525248
61.648317,1,1547.390569
60.811456,1,1548.342405
60.987937,1,1549.316904
62.678345,1,1550.240145
62.06996,1,1551.209988
61.945778,1,1552.015017
59.504778,1,1552.99239
61.749708,1,1553.846448
61.339356,1,1554.86551
62.48815,1,1555.693446
61.272868,1,1556.528006
60.604899,1,1557.486005
62.274881,1,1558.437567
61.896581,1,1559.305444
61.195897,1,1560.263793
60.778363,1,1561.104537
62.788212,1,1561.935807
61.478874,1,1562.933067
59.857378,1,1563.909697
62.555622,1,1564.717564
61.214657,1,1565.666587
60.313382,1,1566.501552
62.217182,1,1567.444497
61.983205,1,1568.284373
60.913937,1,1569.134913
60.174993,1,1570.074491
61.070895,1,1571.025193
62.32036,1,1571.847502
60.652061,1,1572.844651
61.14111,1,1573.664065
61.915734,1,1574.653749
60.002985,1,1575.498874
59.367851,1,1576.565628
61.964694,1,1577.373319
61.401862,1,1578.265353
60.497054,1,1579.242916
61.903023,1,1580.208155
61.761205,1,1581.028885
61.071202,1,1581.98472
61.04723,1,1582.801801
62.29814,1,1583.582993
61.444098,1,1584.54174
61.920269,1,1585.511166
60.43041,1,1586.345452
61.26173,1,1587.295337
61.253003,1,1588.149874
61.367578,1,1589.1295
62.360788,1,1589.98382
61.435396,1,1590.808935
61.556343,1,1592.139166
59.817571,1,1593.170662
60.318696,1,1594.735981
62.23422,1,1596.236626
60.804285,1,1597.56056
60.577961,1,1598.799447
61.35776,1,1599.657953
61.917032,1,1600.656679
61.092734,1,1601.511109
61.656669,1,1602.593091
62.690636,1,1603.745314
62.111552,1,1604.922485
62.331978,1,1605.994472
59.853512,1,1607.248881
60.891662,1,1608.626437
61.62748,1,1609.871195
63.168848,1,1611.412575
61.026175,1,1612.766057
61.432298,1,1613.910377
61.994763,1,1615.391105
58.778013,1,1616.699538
61.644102,1,1617.900697
61.855385,1,1618.919881
62.576867,1,1620.155345
60.353744,1,1621.52886
61.313196,1,1622.530744
62.441138,1,1623.773635
59.736698,1,1625.026407
63.550057,1,1626.028294
60.863058,1,1626.992474
61.794282,1,1627.945464
60.349564,1,1629.110404
60.613255,1,1630.361046
59.738401,1,1631.184644
60.611986,1,1632.128409
60.947276,1,1633.207413
62.731559,1,1634.307028
61.204422,1,1635.652695
62.486322,1,1636.775422
61.149351,1,1638.332481
60.720622,1,1639.321829
61.715517,1,1640.464332
61.294367,1,1641.879269
60.261343,1,1643.217183
62.08487,1,1644.19787
62.863165,1,1645.487801
61.003685,1,1646.838424
61.721302,1,1647.861845
62.280999,1,1649.089274
60.986698,1,1650.285619
59.283119,1,1651.097976
61.299057,1,1652.14774
62.041166,1,1652.963895
60.509947,1,1653.965116
60.853625,1,1654.811084
60.872375,1,1655.782902
62.348511,1,1656.671002
59.725031,1,1657.632204
60.576529,1,1658.770124
62.292053,1,1659.757782
61.909377,1,1660.605088
61.985118,1,1661.607561
61.498742,1,1662.426474
59.988227,1,1663.37036
61.596776,1,1664.330907
60.461854,1,1665.347272
61.924536,1,1666.205577
61.685392,1,1667.374955
61.694889,1,1668.674818
60.726963,1,1670.000234
62.438651,1,1670.836533
60.766536,1,1671.648954
61.269615,1,1672.612473
62.468545,1,1673.567962
62.403925,1,1674.394085
61.877217,1,1675.38751
61.814824,1,1676.27771
63.017359,1,1677.251112
61.659634,1,1678.075532
60.414733,1,1679.205966
62.064719,1,1680.052633
62.58754,1,1680.890944
61.760598,1,1681.859681
60.295385,1,1682.816495
62.90312,1,1683.642041
61.55084,1,1684.592556
60.940767,1,1685.42097
61.914889,1,1686.256159
62.257816,1,1687.221053
59.284224,1,1688.251538
61.56522,1,1689.093626
59.868387,1,1690.180016
62.12464,1,1691.02852
61.226048,1,1691.999515
61.358993,1,1692.816224
60.358935,1,1693.659348
61.008386,1,1694.616417
61.682124,1,1695.613234
60.91257,1,1696.475482
60.804305,1,1697.470611
59.964481,1,1698.390695
61.838377,1,1699.415668
60.672896,1,1700.260236
61.886004,1,1701.243831
61.804918,1,1702.094746
61.82638,1,1702.942074
62.123934,1,1703.9108
62.157091,1,1704.869746
61.778005,1,1705.724053
61.352031,1,1706.701092
62.121149,1,1707.554815
61.186844,1,1708.411514
61.091122,1,1709.365599
60.52003,1,1710.356686
60.973699,1,1711.16732
62.193567,1,1712.155224
61.515839,1,1713.031839
61.482629,1,1714.003151
62.021363,1,1714.819171
60.756099,1,1715.639485
62.194699,1,1716.610877
61.613612,1,1717.583239
61.119786,1,1718.422053
62.023174,1,1719.412375
61.15599,1,1720.272676
60.801104,1,1721.278716
60.963056,1,1722.132914
59.350211,1,1723.193137
62.132519,1,1724.04524
61.271517,1,1724.881075
62.011996,1,1725.841798
62.359107,1,1726.937573
61.502301,1,1727.777948
60.938775,1,1728.740167
60.800671,1,1729.544881
61.447558,1,1730.419
59.907722,1,1731.404352
61.025784,1,1732.449372
63.071282,1,1733.296674
61.572765,1,1734.343043
61.846159,1,1735.371417
61.148546,1,1736.466181
62.799564,1,1737.335072
62.852962,1,1738.188299
60.5951,1,1739.181101
63.231478,1,1740.182194
62.283389,1,1741.030986
60.963797,1,1742.040226
62.082418,1,1742.86069
61.181691,1,1743.851612
62.612398,1,1744.759621
61.675508,1,1745.747747
61.904343,1,1746.635575
62.111303,1,1747.48764
60.855482,1,1748.498852
60.276391,1,1749.504733
62.680695,1,1750.352941
61.217127,1,1751.399401
60.963673,1,1752.763719
62.584019,1,1753.602091
61.079814,1,1754.560707
61.222231,1,1755.531579
63.480071,1,1756.338586
61.957464,1,1757.34727
60.88726,1,1758.265246
62.280832,1,1759.275159
60.954128,1,1760.130058
63.065579,1,1760.949568
62.146467,1,1762.383738
62.899093,1,1763.52022
62.477866,1,1764.363009
59.800527,1,1765.343772
61.055925,1,1766.190784
62.188123,1,1767.163557
61.662749,1,1768.046491
62.466097,1,1769.083733
60.721131,1,1769.884315
61.015563,1,1770.715911
61.496782,1,1771.670792
62.419801,1,1772.633801
62.359991,1,1773.486024
61.742712,1,1774.440809
61.153097,1,1775.25018
61.869804,1,1776.122236
61.48284,1,1777.276472
61.237207,1,1778.583186
61.384643,1,1779.585775
62.50338,1,1780.97816
62.058248,1,1781.922589
62.264251,1,1783.153455
61.748463,1,1784.095124
62.005185,1,1784.940555
62.377274,1,1785.907667
62.36653,1,1786.938441
61.683959,1,1787.767272
62.079371,1,1788.76158
61.882805,1,1789.678607
61.019684,1,1790.620542
61.747524,1,1791.426156
61.931853,1,1792.36176
62.13212,1,1793.208084
62.702436,1,1794.023132
61.648312,1,1795.036518
61.087059,1,1796.02356
62.249896,1,1796.84042
60.698553,1,1797.844751
63.348002,1,1798.659079
60.882963,1,1799.517842
61.39814,1,1800.513605
61.615804,1,1801.484617
62.883166,1,1802.348539
62.654764,1,1803.35316
61.819953,1,1804.179277
60.639849,1,1805.132706
61.719066,1,1805.953179
62.074619,1,1806.802435
62.491632,1,1807.817543
62.223944,1,1808.782097
62.26044,1,1809.629698
61.081648,1,1810.649005
62.79216,1,1811.536253
61.096401,1,1812.494102
61.10829,1,1813.314588
62.116772,1,1814.302535
62.031501,1,1815.181714
61.661877,1,1816.069313
62.562459,1,1817.044679
61.164266,1,1818.025429
61.171346,1,1818.863401
62.444018,1,1819.844057
62.323306,1,1820.683845
62.08135,1,1821.503741
60.271778,1,1822.490974
62.388909,1,1823.478977
61.992511,1,1824.316166
62.191237,1,1825.267119
59.299201,1,1826.230885
61.466996,1,1827.179982
64.045697,1,1827.991767
61.036525,1,1828.878271
61.919306,1,1829.831562
61.769416,1,1830.803551
61.129959,1,1831.637731
61.070463,1,1832.625881
63.591673,1,1833.453712
61.865178,1,1834.417222
61.928301,1,1835.319516
61.454923,1,1836.455689
60.98914,1,1837.419764
60.838284,1,1838.749351
61.939771,1,1839.719408
61.630285,1,1840.686282
61.673785,1,1841.519873
60.835522,1,1842.464211
61.352938,1,1843.319457
60.839215,1,1844.326335
62.38556,1,1845.285003
62.935413,1,1846.441358
62.24084,1,1847.432297
62.298677,1,1848.496046
62.229866,1,1849.447208
60.094134,1,1850.669249
62.193898,1,1851.668313
61.698924,1,1852.538909
63.520994,1,1853.575072
62.017531,1,1854.606148
62.132433,1,1855.507684
61.518617,1,1856.794755
62.702714,1,1857.778347
61.780557,1,1858.842846
60.745269,1,1859.696299
61.82988,1,1860.687129
61.46032,1,1861.62564
61.067008,1,1862.594351
62.148254,1,1863.745055
61.905899,1,1864.788361
60.820948,1,1865.657813
61.514724,1,1866.781946
62.136646,1,1867.645455
62.015713,1,1868.669639
61.933447,1,1869.734203
61.309411,1,1870.867379
60.497552,1,1872.105171
62.778665,1,1873.275452
63.404451,1,1874.165142
60.950273,1,1875.434474
61.909615,1,1876.539908
62.876805,1,1877.631089
60.439051,1,1878.639334
62.294676,1,1879.789417
62.205742,1,1880.846468
62.516364,1,1881.804115
62.198799,1,1882.760278
61.779078,1,1883.902101
61.823791,1,1885.278512
61.902416,1,1886.833862
61.305865,1,1888.210661
62.099485,1,1889.290834
62.654125,1,1890.249033
60.809488,1,1891.492424
62.487043,1,1892.391704
60.767693,1,1893.35014
61.790942,1,1894.210697
61.583693,1,1895.087126
61.47588,1,1896.339342
61.64921,1,1898.205446
63.069228,1,1899.266724
62.700623,1,1900.312341
61.723926,1,1901.369753
61.355212,1,1902.518982
60.509618,1,1903.429675
61.417443,1,1904.3433
62.574085,1,1905.430655
61.858459,1,1906.446694
62.219189,1,1907.328326
61.391749,1,1908.30484
62.944242,1,1909.110315
61.181032,1,1910.099442
62.57316,1,1910.929737
62.596661,1,1911.892482
62.494176,1,1912.731613
61.53029,1,1913.544133
60.707397,1,1914.563703
62.237934,1,1915.532413
61.226503,1,1916.377919
60.873841,1,1917.348434
62.359163,1,1918.198355
62.430997,1,1919.144673
61.830422,1,1920.126491
60.84288,1,1921.181221
62.07822,1,1922.004555
62.357259,1,1922.991394
61.399155,1,1923.805413
61.202568,1,1924.786426
60.572888,1,1925.671332
62.73082,1,1926.517345
62.370028,1,1927.485337
61.8873,1,1928.46162
60.064687,1,1929.281081
60.887246,1,1930.266312
62.641533,1,1931.108353
62.196602,1,1932.094061
62.373951,1,1933.082285
60.707588,1,1934.197214
61.550996,1,1935.032695
61.246479,1,1935.87367
61.379168,1,1936.795643
62.272999,1,1937.750012
62.05323,1,1938.579792
62.52638,1,1939.586494
63.316282,1,1940.414861
63.098492,1,1941.256646
60.680311,1,1942.21692
62.964833,1,1943.214135
61.312348,1,1944.089336
61.545246,1,1945.041872
61.346274,1,1945.865792
61.683572,1,1946.823153
62.269618,1,1947.641264
61.130032,1,1948.447871
60.396704,1,1949.405849
61.029347,1,1950.383731
62.360947,1,1951.212422
62.089258,1,1952.191342
60.117735,1,1953.030543
62.098744,1,1954.034467
62.589472,1,1954.8463
61.239653,1,1955.8173
62.178881,1,1956.702612
61.881167,1,1957.527323
61.297731,1,1958.507566
61.659994,1,1959.492387
61.596112,1,1960.358826
61.773856,1,1961.464439
61.613718,1,1962.295601
61.304293,1,1963.144684
61.068421,1,1964.087031
62.841449,1,1965.095006
62.93271,1,1965.943767
61.272796,1,1966.970944
62.899298,1,1967.850512
62.413767,1,1968.830921
62.118882,1,1969.640131
62.175341,1,1970.434068
62.556855,1,1971.373449
61.304804,1,1972.323943
62.144212,1,1973.153588
61.541563,1,1974.101916
61.099158,1,1974.949218
62.110266,1,1975.91602
62.470773,1,1976.733053
61.452376,1,1977.725997
62.200434,1,1978.617053
61.584009,1,1985.95618
62.352882,1,1987.90678
62.393328,1,1989.039663
62.020028,1,1990.044716
63.019273,1,1990.877026
62.377607,1,1991.929851
61.30199,1,1992.821228
62.411411,1,1993.705924
62.323321,1,1994.645919
61.968537,1,1995.624748
61.227282,1,1996.46486
61.042247,1,1997.4814
63.143222,1,1998.346162
61.389611,1,1999.327484
61.545384,1,2000.134152
61.38898,1,2000.981471
61.709814,1,2001.966812
62.056612,1,2003.007591
63.182432,1,2003.866282
62.677494,1,2004.827129
62.102407,1,2005.656814
62.813059,1,2006.63927
61.33263,1,2007.47948
61.550833,1,2008.410838
62.850055,1,2009.341064
61.417815,1,2010.316731
63.476308,1,2011.151511
61.424206,1,2012.135388
61.519727,1,2012.975483
61.855588,1,2013.842115
62.100859,1,2014.794983
61.631106,1,2015.792712
61.812965,1,2016.633886
61.279411,1,2017.602428
62.339818,1,2018.430865
62.600706,1,2019.27466
61.951376,1,2020.278064
61.587518,1,2021.247983
62.522858,1,2022.064093
62.829693,1,2023.069002
61.520312,1,2023.953713
62.379293,1,2024.933252
61.674697,1,2025.792155
62.570801,1,2026.747483
61.730177,1,2027.573067
62.086164,1,2028.461929
61.912182,1,2029.420248
60.881934,1,2030.40293
62.323135,1,2031.283834
62.366366,1,2032.277168
62.328806,1,2033.103331
62.466851,1,2033.911237
62.435346,1,2034.884346
61.522224,1,2035.892166
61.351932,1,2036.722363
62.064525,1,2037.709363
63.642517,1,2038.52788
61.951573,1,2039.547528
62.032911,1,2040.387506
62.353688,1,2041.193279
61.726804,1,2042.146118
61.134198,1,2043.157886
60.931808,1,2043.981702
62.389247,1,2044.946834
63.439924,1,2045.795621
61.156073,1,2046.76271
61.602714,1,2047.648504
61.531678,1,2048.674338
60.334616,1,2049.511202
62.040639,1,2050.357316
62.396007,1,2051.329791
62.24432,1,2052.28668
62.035608,1,2053.092466
62.327351,1,2054.069838
61.584904,1,2054.878492
61.923317,1,2055.715085
61.090926,1,2056.692563
60.952761,1,2057.709978
62.145343,1,2058.509567
60.545364,1,2059.47397
62.535931,1,2060.298202
62.870466,1,2061.257054
62.314592,1,2062.07154
61.780284,1,2062.933767
62.738582,1,2063.891711
61.555038,1,2064.860244
62.153268,1,2065.895156
62.127294,1,2066.992487
61.74011,1,2067.799882
61.032002,1,2068.749464
62.415021,1,2069.613985
62.610572,1,2070.581845
62.12158,1,2071.417231
62.351015,1,2072.261971
62.549733,1,2073.218091
62.399844,1,2074.192437
61.411453,1,2075.077029
63.249881,1,2076.315756
62.445482,1,2077.28155
61.061091,1,2078.130069
61.017389,1,2079.090734
62.389558,1,2080.065972
61.066849,1,2080.891916
62.157548,1,2081.878713
63.347426,1,2082.670173
62.04605,1,2083.627341
62.318739,1,2084.465386
61.505229,1,2085.37452
62.420164,1,2086.41194
62.368944,1,2087.4129
61.550624,1,2088.23762
62.013517,1,2089.21887
62.297056,1,2090.049276
61.636472,1,2090.977755
61.32804,1,2091.79859
61.060811,1,2092.729901
61.981359,1,2093.541532
63.011397,1,2094.344147
62.072303,1,2095.301481
62.648029,1,2096.265758
62.080915,1,2097.104024
61.038223,1,2098.057525
63.0773,1,2098.90337
62.491086,1,2099.766076
61.696011,1,2100.723617
62.730509,1,2101.703588
61.647739,1,2102.533298
60.759035,1,2103.505591
62.266281,1,2104.37296
63.092551,1,2105.325175
62.492765,1,2106.141116
62.182564,1,2107.022638
62.45351,1,2107.997176
62.582568,1,2108.980488
62.107977,1,2109.996828
62.341317,1,2110.965536
62.498891,1,2111.808303
63.135916,1,2112.747182
61.014779,1,2113.565358
61.848355,1,2114.510933
61.174101,1,2115.31874
61.918748,1,2116.161911
61.609293,1,2117.123311
62.582302,1,2118.12296
62.594581,1,2118.950078
62.118281,1,2119.90211
61.380162,1,2120.747775
61.507084,1,2121.573909
62.611362,1,2122.51316
60.54947,1,2123.493273
62.369208,1,2124.323392
60.845093,1,2125.330743
61.23265,1,2126.162441
62.026626,1,2127.139877
61.920435,1,2127.974591
63.513016,1,2128.786989
61.980029,1,2129.723849
61.700839,1,2130.702421
63.546534,1,2131.5417
62.224019,1,2132.491037
61.202883,1,2133.343715
62.204705,1,2134.345288
61.555267,1,2135.188216
62.110172,1,2136.167228
62.829022,1,2136.983349
62.721832,1,2137.840158
61.332469,1,2138.856795
62.443984,1,2139.815635
61.646756,1,2140.671031
61.7879,1,2141.627311
