semana_año;producto_idx;tienda_idx;precio_optimo;pedido_optimo_sem1_horizonte;demanda_promedio_sem1_horizonte;shortage_promedio_sem1_horizonte;inventario_inicial_sem1_horizonte;inventario_final_sem1_horizonte
1;0;0;25.04175367613254;0.0;774.0;0.0;3404.0;2630.0
1;0;1;25.724784578897427;0.0;979.0;0.0;4121.0;3142.0
1;1;0;28.113309661263685;0.0;4823.65;0.0;8666.0;3842.35
1;1;1;30.41306472660877;0.0;5223.595;0.0;10096.0;4872.404999999695
1;2;0;39.08619368865973;0.0;3155.965;0.0;5695.0;2539.0349999998407
1;2;1;42.66950211988542;0.0;2638.15;0.0;5021.0;2382.85
1;3;0;60.458687177639206;0.0;1626.235;0.0;2235.0;608.7649999999418
1;3;1;63.9191339579534;0.0;1261.155;0.0;1721.0;459.84499999995427
1;4;0;30.51659789173863;0.0;6921.945;0.0;12503.0;5581.054999999651
1;4;1;27.44092893787005;0.0;6264.63;0.0;9719.0;3454.369999999726
1;5;0;38.9760736852078;0.0;900.0000000000045;46.655;3345.0;2445.0
1;5;1;39.05093444344091;0.0;564.0;60.52;3205.0;2641.0
1;6;0;102.72408789926847;0.0;3737.735;0.0;6582.0;2844.2649999998075
1;6;1;104.77018009634567;0.0;3608.4;0.0;7579.0;3970.6
1;7;0;66.80589878921977;0.0;2732.28;0.0;5240.0;2507.7199999998384
1;7;1;65.60257917117413;0.0;3314.715;0.0;5087.0;1772.2849999998627
1;8;0;34.498362942125155;0.0;4058.18;0.0;6206.0;2147.819999999842
1;8;1;37.529448433150066;0.0;3671.35;0.0;5817.0;2145.65
1;9;0;18.765395303665606;0.0;6264.3;0.0;10813.0;4548.7
1;9;1;21.12580274215115;0.0;7607.76;0.0;13811.0;6203.239999999578
2;0;0;33.287139414519146;0.0;2580.165;65.355;2630.0;49.83499999999812
2;0;1;35.04263072129639;0.0;3096.65;33.295;3142.0;45.35
2;1;0;38.16675284798712;778.65;3943.115;15.875;3842.35;677.8849999999998
2;1;1;39.98569945411808;929.5950000003049;5517.335;4.52;4872.404999999695;284.66499999999974
2;2;0;37.386109173782636;3541.9650000001593;5694.575;78.42;2539.0349999998407;386.4250000000018
2;2;1;39.88987587766719;645.15;2782.185;34.065;2382.85;245.81500000000034
2;3;0;57.29073641157436;1702.2350000000583;2277.83;10.89;608.7649999999418;33.17000000000086
2;3;1;56.8362591937492;1067.1550000000457;1438.75;29.645;459.84499999995427;88.25
2;4;0;40.086147514790696;900.0;5724.33967499997;23.85032500002966;5581.054999999651;756.7153249996826
2;4;1;43.12078428281991;4526.630000000274;7160.195;46.185;3454.369999999726;820.8050000000014
2;5;0;58.95483461584062;0.0;2065.67;11.7;2445.0;379.3299999999996
2;5;1;61.20053674202676;0.0;2594.29;16.28;2641.0;46.70999999999954
2;6;0;85.2573392095949;2820.7350000001925;5168.765;57.92;2844.2649999998075;496.23499999999814
2;6;1;88.11336148531197;1891.4;5692.3;14.485;3970.6;169.7
2;7;0;94.08114945346436;450.0;2486.0293999999967;3.775600000003233;2507.7199999998384;471.6905999998428
2;7;1;94.10634014521794;0.0;1532.1563749999896;4.768625000010294;1772.2849999998627;240.1286249998729
2;8;0;50.092524088502195;1899.180000000158;3780.185;11.655;2147.819999999842;266.8149999999994
2;8;1;47.54190142983499;1142.35;2963.035;18.42;2145.65;324.96500000000003
2;9;0;25.085116560534484;1758.3;5499.875;56.37;4548.7;807.1249999999983
2;9;1;23.676670562406297;3525.760000000422;9337.225;42.68;6203.239999999578;391.77499999999736
3;0;0;36.79608982768558;3412.165000000002;3124.27;27.145;49.83499999999812;337.7300000000029
3;0;1;38.150632417496084;2460.65;2277.165;25.09;45.35;228.8350000000005
3;1;0;24.28152629112816;4906.115;5098.765;112.62;677.8849999999998;485.23499999999825
3;1;1;23.725751562199004;7549.335;7613.41;47.815;284.66499999999974;220.58999999999895
3;2;0;35.516965270479915;4255.574999999998;4486.01;48.725;386.4250000000018;155.9899999999971
3;2;1;39.18601808313896;3731.1849999999995;3790.175;23.55;245.81500000000034;186.82499999999936
3;3;0;87.81399121864318;1458.8299999999992;1381.37;3.845;33.17000000000086;110.63000000000055
3;3;1;89.93921247151056;767.75;750.905;1.985;88.25;105.09500000000006
3;4;0;48.01257989601364;9164.284675000317;8748.415;47.865;756.7153249996826;1172.5849999999987
3;4;1;48.43966291724785;4626.194999999999;5202.385;9.685;820.8050000000014;244.61499999999978
3;5;0;72.06932939849601;2138.6700000000005;2347.16;8.83;379.3299999999996;170.84000000000023
3;5;1;68.42543295703479;2279.2900000000004;2249.22;4.0;46.70999999999954;76.77999999999984
3;6;0;103.80871247579506;4008.7650000000017;4260.13;10.195;496.23499999999814;244.86999999999912
3;6;1;102.41952878129571;5831.3;5543.435;20.825;169.7;457.5649999999981
3;7;0;81.69546510915953;2344.3094000001574;2630.425;3.955;471.6905999998428;185.57499999999945
3;7;1;78.80244611949489;2442.871375000127;2540.69;4.57;240.1286249998729;142.3100000000002
3;8;0;34.70911352698196;6621.185;6334.8;198.305;266.8149999999994;553.2
3;8;1;38.01094591521996;4488.035;4616.23;35.55;324.96500000000003;196.7699999999992
3;9;0;23.97162260614754;6863.875000000002;7322.79;31.56;807.1249999999983;348.2099999999987
3;9;1;26.918773248512785;8780.225000000002;8761.175;29.885;391.77499999999736;410.824999999998
4;0;0;40.079642636740154;2878.2699999999973;2907.4;24.155;337.7300000000029;308.6
4;0;1;42.652166900826224;2557.1649999999995;2680.42;7.94;228.8350000000005;105.57999999999987
4;1;0;41.64443148532165;3746.7650000000017;3671.125;15.785;485.23499999999825;560.8749999999992
4;1;1;38.290453743553456;4762.410000000001;4448.905;18.115;220.58999999999895;534.0950000000003
4;2;0;52.759896843400625;2657.010000000003;2418.845;13.74;155.9899999999971;394.15499999999935
4;2;1;50.13647008921023;3143.1750000000006;3086.385;8.91;186.82499999999936;243.61500000000154
4;3;0;89.67403570444394;1133.3699999999994;1195.515;1.525;110.63000000000055;48.4849999999999
4;3;1;89.11040935001935;926.905;975.645;1.87;105.09500000000006;56.35500000000033
4;4;0;39.06278740148842;5267.415000000001;5783.21;41.45;1172.5849999999987;656.7899999999984
4;4;1;40.569097619778724;5134.385;4826.285;24.385;244.61499999999978;552.7150000000024
4;5;0;81.80632055433679;1511.1599999999999;1598.705;1.865;170.84000000000023;83.29500000000024
4;5;1;78.56475947270381;1843.2200000000003;1841.32;2.905;76.77999999999984;78.68000000000002
4;6;0;102.63878467813437;4344.130000000001;4357.84;7.325;244.86999999999912;231.15999999999957
4;6;1;103.59360345316883;3870.4350000000018;4184.39;7.945;457.5649999999981;143.60999999999984
4;7;0;63.790848584699965;3752.4250000000006;3760.475;21.909999999999986;185.57499999999945;177.5249999999998
4;7;1;61.69970603137676;3054.6899999999996;2893.29;25.02;142.3100000000002;303.7099999999996
4;8;0;44.19596806818001;5642.8;5394.375;71.66;553.2;801.6250000000005
4;8;1;43.87032696101042;4207.2300000000005;4137.965;15.795;196.7699999999992;266.03499999999894
4;9;0;26.595473963776573;5621.790000000001;5228.03;39.78;348.2099999999987;741.9699999999991
4;9;1;30.16243080299678;13025.175000000003;10886.99;106.34;410.824999999998;2549.010000000004
