Precios Optimos Tienda 1;30,23;21,83;33,59;55,43;26,87;47,04;66,14;48,82;34,01;18,47
Precios Optimos Tienda 2;30,23;21,83;33,59;55,43;26,87;47,04;66,14;48,82;34,01;18,47
